id_arquivo;gt;tess_12;tess_7;OCR
83573282.png;The information contained in this facsimile is confidential and may also be attorney privileged. The information is intended only for the use of the individual or entity to whom it is addressed. If you are not the intended recipient, or the employee or agent responsible for delivering it to the intented recipient, you are hereby notified any use, dissemination, distribution or copying of this communication is strictly prohibited. If you have received this facsimile in error, please immcdiately notify us by a collect call to (206) 623- 7292, and return the original message to us at the address above via the US Postal Service. Thank you.;‘The tndbesnation contained te this faestmaiie ts conidential and may alee be seueney-ptivlloged. The infomation is lnamndad only Soe tho wee of tho indvidale etiyw Whom it ese. you a othe mended eit or employe or wget espn fr delivering to (fended ecient, you se hereby noted tht ny we, lsemlnaa, datvwn or spying of ik communation is etl proble Uy ive recived tl fain ror leas ied motu by acole eepbane eallt(209) 23-7292 eta eiia! tiosoage to us at te address above via the US Postal Service. Thank: you, ;oe ee eerie ;‘The tndbesnation contained te this faestmaiie ts conidential and may alee be seueney-ptivlloged. The infomation is lnamndad only Soe tho wee of tho indvidale etiyw Whom it ese. you a othe mended eit or employe or wget espn fr delivering to (fended ecient, you se hereby noted tht ny we, lsemlnaa, datvwn or spying of ik communation is etl proble Uy ive recived tl fain ror leas ied motu by acole eepbane eallt(209) 23-7292 eta eiia! tiosoage to us at te address above via the US Postal Service. Thank: you,
83594639.png;Date:;Date: ;Date: ;Date:
83594639.png;To:;To: ;To: ;To:
83594639.png;Company:;Company: ;Company: ;Company:
83594639.png;From:;From: ;From: ;From:
83594639.png;3; ;3 ;3
83594639.png;Lorillard;Lorillard ;Lorillard ;Lorillard
83594639.png;83594639;85594639 ;: ;85594639
83594639.png;â˜‘001;goor ;goor ;goor
83594639.png;89/ 22/ 97 MON 15: 35 FAX 12124554900;Be/ 22/97 MON 15:35 FAX 12124554900 ;Be/22/97 MON 15:35 FAA 12124554900 ;Be/ 22/97 MON 15:35 FAX 12124554900
83594639.png;ROPER STARCH WORLDWIDE;ROPER STARCH WORLD#1 DE ;ROPER STARCH WORLD#1 DE ;ROPER STARCH WORLD#1 DE
83594639.png;ROPER STARCH;STARCH BO PER ;oon Ree ee ;STARCH BO PER
83594639.png;TURNING DATA INTO INTELLIGENCE WORLDWIDE;TUR: © BATA INTO INTELLE CE WORLOWIDE™ ;TURNING BATA INTO INTELLIGENCE WORLOWIDE™ ;TURNING BATA INTO INTELLIGENCE WORLOWIDE™
83594639.png;Fax Fax Fax Fax Fax Fax Fax Fax Fax;Fax Fax Fax Fax Fax Fax Fax Fax Fa ;Fax Fax Fax Fax Fax Fax Fax Fax Fax ;Fax Fax Fax Fax Fax Fax Fax Fax Fax
83594639.png;Ron Milstein;Ron Milstein ;Ron Milstein ;Ron Milstein
83594639.png;(910) 335 7707;(910) 335-7707 ;(910) 335-7707 ;(910) 335-7707
83594639.png;Pages (Including cover page):;Pages (including cover page): ;Pages (including cover page): ;Pages (including cover page):
83594639.png;"""JJ"" Klein";""" Klein ";“JJ” Klein ;“JJ” Klein
83594639.png;Fax Number:;Fax Number ;Fax Number: ;Fax Number:
83594639.png;Roper Starch Worldwide nc 205 East 42nd Street New York NY 0017 212 599 0700 212 887 7008 Fax;Raper Gtareh Werttattotne 205 Et An Sot Nw Ye WY 0987 mu 070) Te 212867 7008 Fax ;ca ° ;Raper Gtareh Werttattotne 205 Et An Sot Nw Ye WY 0987 mu 070) Te 212867 7008 Fax
83594639.png;Roper Marketing and Public Option Research Search Advertising and Media Research Frederen Marketing Services INRA World Headquarters;}Raarmaing one Pubs Cyaten Duanans pavers ad Meda Reach Feira aa Sri Wau. Wald tee banten ; ;}Raarmaing one Pubs Cyaten Duanans pavers ad Meda Reach Feira aa Sri Wau. Wald tee banten
83594639.png;September 22, 1997;September 22, 1997 ;September 22, 1997 ;September 22, 1997
83624198.png;TO; ;0 ;0
83624198.png;DATE:;DATE: ;DATE: ;DATE:
83624198.png;COMPANY:;COMPAI ;COMPANY: ;COMPANY:
83624198.png;PHONE:;PHONE: ;PHONE: ;PHONE:
83624198.png;FROM:;FRO? ;FROM: ;FROM:
83624198.png;PHONE:;PHONE ;PHONE: ;PHONE:
83624198.png;MESSAGE:;MESSAGI ;MESSAGE: ;MESSAGE:
83624198.png;YES; ;YES ;YES
83624198.png;NO;NO ;NO ;NO
83624198.png;12;12 ;12 ;12
83624198.png;83624198;83624198 ; ;83624198
83624198.png;Tel;Tel ;Tel ;Tel
83624198.png;Fax;Fax ;Fax ;Fax
83624198.png;FEB 25 '98 18: 23 FR ;FEB 2S 'S6 18:23 FR Gime ;FEB 2S 'S6 18:23 FR Gime ;FEB 2S 'S6 18:23 FR Gime
83624198.png;#1 28557 002# P. 2101;1H I2aSSPeaaek P. 81 ;1H I2aSSPeaaek P. 81 ;1H I2aSSPeaaek P. 81
83624198.png;FAX TRANSMISSION;FAX TRANSMISSION ;FAX TRANSMISSION ;FAX TRANSMISSION
83624198.png;February 25, 1998;February 25, 1! ;February 25, 1998 ;February 25, 1998
83624198.png;L8557 002;L385: ;L8557.002. ;L8557.002.
83624198.png;Ronald S. Milstein;Ronald S. Milstein ;Ronald S. Milstein ;Ronald S. Milstein
83624198.png;Lorillard Tobacco Company;Lorillard Tobacco Company ;Lorillard Tobacco Company ;Lorillard Tobacco Company
83624198.png;910/ 335- 7707;910/335-7707 ;910/335-7707 ;910/335-7707
83624198.png;910 /335 -7718;110/335-771 ;910/335-7718 ;910/335-7718
83624198.png;Andy Zausner;Andy Zausner ;Andy Zausner ;Andy Zausner
83624198.png;202 /828 -2259;202/828-2259 ;202/828-2259 ;202/828-2259
83624198.png;FAX NUMBER:;FAX NUMBER: ;FAX NUMBER: ;FAX NUMBER:
83624198.png;MESSAGE TO:;MESSAGE TC ;MESSAGE To: ;MESSAGE To:
83624198.png;CLIENT NO.:;CLIENT NC ;"CLIENT NO.; ";"CLIENT NO.;"
83624198.png;PAGES (including Cover Sheet):;PAGES (Including Cover Sheet): ;PAGES (Including Cover Sheet): ;PAGES (Including Cover Sheet):
83624198.png;HARD COPY TO FOLLOW:;"HARD COPY TO FOLLOW; ";"HARD COPY TO FOLLOW; ";"HARD COPY TO FOLLOW;"
83624198.png;See attached fax from the Committee on Commerce just received in my office. Call me discuss.;Sce attached fax from the Committee on Commerce just received in my office, Call me to discuss. ;Se Ecc dean, mines on Commerce jst eecelved in my ;Sce attached fax from the Committee on Commerce just received in my office, Call me to discuss.
83624198.png;If your receipt of this transmission is in error, please notify this firm immediately by collect call to our Facsimile Department at 202- 861 -9106 and send the original transmission to us by return mail at the address below.;If your receipt of this transmission is in error, please notify this firm immediately by collect call to our Facsimile Department at 202-861-9106, and send the original transmission to us by return mail at the address below. ;clea oor ase Depart 1961 5108, ew ;If your receipt of this transmission is in error, please notify this firm immediately by collect call to our Facsimile Department at 202-861-9106, and send the original transmission to us by return mail at the address below.
83624198.png;This transmission is intended for the sole use of the individual and entity to whom it is addressed, and may contain information that is privileged, confidential and exempt from disclosure under applicable law. You are hereby notified that any dissemination, distribution duplication of this transmission by somcong other than the intended addressee or its designated agent is strictly prohibited.;This transmission is intceded for the sole use of the individual and entity to whom it is addressed, and may contain information thet is preged, confidential and exempt from disclosure uader applicable is ‘You are hereby noted what any disemination,dstibution or duplication ofthis wanarsion by someone other than ths ianended cdldsemses.or ns designated egnet i stiaty probibieed. ;2 aceon arenes ;This transmission is intceded for the sole use of the individual and entity to whom it is addressed, and may contain information thet is preged, confidential and exempt from disclosure uader applicable is ‘You are hereby noted what any disemination,dstibution or duplication ofthis wanarsion by someone other than ths ianended cdldsemses.or ns designated egnet i stiaty probibieed.
83624198.png;2101 L. Street NW Washington DC 20037 1528;2101 Steet NW Washington, DC 20037-1528 ;2101 Steet NW Washington, DC 20037-1528 ;2101 Steet NW Washington, DC 20037-1528
83624198.png;202 785 9700;202-785-9700 ;202-785-9700 ;202-785-9700
83624198.png;202 -887 -0589;202-887-0689 ;202-887-0689 ;202-887-0689
83635935.png;DATE:;DA’ ;DATE: ;DATE:
83635935.png;TO:;TO: ;TO: ;TO:
83635935.png;FROM:;FROM: ;FROM: ;FROM:
83635935.png;83635935;85635935 ; ;85635935
83635935.png;JUN 05 97 02:00 PM LOEWS CORP ;(JUN 05 'S? 82:20PM LOENS CORP LEGAL ;(JUN 05 'S? 82:20PM LOENS CORP LEGAL ;(JUN 05 'S? 82:20PM LOENS CORP LEGAL
83635935.png;P. 1/ 6;P.16 ;P.16 ;P.16
83635935.png;LOEWS CORPORATION;Lae ;LOEWS. ;LOEWS.
83635935.png;667 Madison Avenue, New York, N. / 10021 8087 (212) 545 2920 Fax (212) 935 6801;687 Madison Avenue, New York, N.Y, 10021-8087 (212) 645-2920 Fax (212) 935-6801 ;687 Madison Avenue, New York, N.Y, 10021-8087 (212) 645-2920 Fax (212) 935-6801 ;687 Madison Avenue, New York, N.Y, 10021-8087 (212) 645-2920 Fax (212) 935-6801
83635935.png;BARRY HIRSCH Senior Vice President Secretary & General Counsel;aoe ee ‘Sarit Vie Present ‘Secretary & General Course! ;Serves Pett ;aoe ee ‘Sarit Vie Present ‘Secretary & General Course!
83635935.png;FAX CONFIDENTIAL;CONFIDENTIAL ;co ;CONFIDENTIAL
83635935.png;June 4, 1997;June 4, 1997 ;June 4, 1997 ;June 4, 1997
83635935.png;Dr. Spears/ A. J. Stevens/ R. Milstein;Dr. Spears/A.J. Stevens/R. Milsteir ;Dr. Spears/A.J. Stevens/R. Milsteir ;Dr. Spears/A.J. Stevens/R. Milsteir
83635935.png;Barry Hirsch;Bary Hirsct ;Bary Hirsct ;Bary Hirsct
83635935.png;TOTAL NUMBER OF PAGES INCLUDING THIS COVER SHEET- 6 IF YOU DO NOT RECEIVE ALL THE PAGES, PLEASE CALL CAROL DOKTORSKI AT (212) 545- 2934.;TOTAL NUMBER OF PAGES INCLUDING THIS COVER SHEET - 6 IF YOU DO NOT RECEIVE ALL THE PAGES, PLEASE CALL ‘CAROL DOKTORSKI AT (212) 545-2934. ;"""S[PYOU D0 NOT RECKIVE ALL THe PAGES PLEASE CALL ";TOTAL NUMBER OF PAGES INCLUDING THIS COVER SHEET - 6 IF YOU DO NOT RECEIVE ALL THE PAGES, PLEASE CALL ‘CAROL DOKTORSKI AT (212) 545-2934.
83635935.png;OUR FAX NUMBER ;OUR FAX NUMBER IS ;OUR FAX NUMBER IS ;OUR FAX NUMBER IS
83635935.png;(212) 935 6801;(212) 935-6801. ;(212) 935-6801. ;(212) 935-6801.
83635935.png;THIS TRANSMISSION IS INTENDED ONLY FOR THE USE OF THIS INDIVIDUAL OR ENTITY TO FROM IT IS ADDRESSED. AND MAY CONTAIN INFORMATION THAT IS PRIVILEGED CONFIDENTIAL AND You YOU ARE THAT MY DIRAYDOTIG DISAISONICAR OF THIS COMKONICATION TA ATRICTLY PROHIBITED HAVE RECEIVED TINCOFMONTTIOS PYTHOND ROU ORIGDOL YILSON ATITE ABOVE ADDR359 VIA POSTAL SERVICE THANK YOU.;"TUE SSETON IS ITED CME POW. SN CEN CF SA NDIVIOCRE Ch MPETEY 20 NEM TF IS ARGOS. AND WE SorcaSY SWOMATION THAT £0 POIVELOORD, COPIOMITEAG DAD RLBOT TRH DISCLOSE ODER APPLICABLE 3A I You aus wor i DUMORD RECHPLOT, YOO ARE KARIDE RoTsoIR0 AT WAY BLEGGDNATION, DISERIBUTIOS Ox COPPIO Of SHED OOSCHTCATICn 10 OTEICTIY TOKEDIINO. ""2Y ""OU ENV SUGAIVED SICH COMENLONTION 2 Kak, Piase ROrirY Us eMODAGWLY BY SELAP/Com XD RETO THD CRUCIAL Masa TO OE AT Tm AaOYR AOURDEO VIR lS WOELYE US DOUSTAGELE SF 1 ";eae. ae aes 5 Zoe oe SE ad = ;"TUE SSETON IS ITED CME POW. SN CEN CF SA NDIVIOCRE Ch MPETEY 20 NEM TF IS ARGOS. AND WE SorcaSY SWOMATION THAT £0 POIVELOORD, COPIOMITEAG DAD RLBOT TRH DISCLOSE ODER APPLICABLE 3A I You aus wor i DUMORD RECHPLOT, YOO ARE KARIDE RoTsoIR0 AT WAY BLEGGDNATION, DISERIBUTIOS Ox COPPIO Of SHED OOSCHTCATICn 10 OTEICTIY TOKEDIINO. ""2Y ""OU ENV SUGAIVED SICH COMENLONTION 2 Kak, Piase ROrirY Us eMODAGWLY BY SELAP/Com XD RETO THD CRUCIAL Masa TO OE AT Tm AaOYR AOURDEO VIR lS WOELYE US DOUSTAGELE SF 1"
83641919_1921.png;31;31 ;31 ;31
83641919_1921.png;1818;6 ;6 ;6
83641919_1921.png;22; ;22 ;22
83641919_1921.png;15;15 ;15 ;15
83641919_1921.png;24;24 ;24 ;24
83641919_1921.png;19;19 ;19 ;19
83641919_1921.png;15;15 ;15 ;15
83641919_1921.png;209;209 ;209 ;209
83641919_1921.png;32;32 ;32 ;32
83641919_1921.png;151/15;ISi/15 ;ISi/15 ;ISi/15
83641919_1921.png;81/9;81/9 ;81/9 ;81/9
83641919_1921.png;138/9;1324 ;1324 ;1324
83641919_1921.png;140/13;140/12 ;140/13 ;140/13
83641919_1921.png;117/9;117/99 ;117/99 ;117/99
83641919_1921.png;118/8;18/8 ;18/8 ;18/8
83641919_1921.png;166/15;166/15 ;166/15 ;166/15
83641919_1921.png;115/13; ;1Tid/i3 ;1Tid/i3
83641919_1921.png;163/11;167il ;167il ;167il
83641919_1921.png;DISTRIBUTION;DISTRIBUTION ;DISTRIBUTION ;DISTRIBUTION
83641919_1921.png;DIVISION:;DIVISION: ;DIVISION: ;DIVISION:
83641919_1921.png;REGION:;REGIO? ;REGION: ;REGION:
83641919_1921.png;FULL;FULL ;FULL ;FULL
83641919_1921.png;Flint;Fiunt ;Fiunt ;Fiunt
83641919_1921.png;X; ;x ;x
83641919_1921.png;FULL; ;FULL ;FULL
83641919_1921.png;PARTIAL;PARTIAL ;PARTIAL ;PARTIAL
83641919_1921.png;PARTIAL;PARTIAL ;PARTIAL ;PARTIAL
83641919_1921.png;13;B ;B ;B
83641919_1921.png;12;> ;> ;>
83641919_1921.png;13;13 ;13 ;13
83641919_1921.png;X; ;xX ;xX
83641919_1921.png;196/13;196/13 ;196/13 ;196/13
83641919_1921.png;16; ;16 ;16
83641919_1921.png;TO:; ;TO: ;TO:
83641919_1921.png;FROM:;FROM: ;FROM: ;FROM:
83641919_1921.png;SUBJECT:;SUBJEC! ;SUBJECT: ;SUBJECT:
83641919_1921.png;GEOGRAPHY;(SECC RAPHY ;(SECC RAPHY ;(SECC RAPHY
83641919_1921.png;X; ;x ;x
83641919_1921.png;142;142 ;142 ;142
83641919_1921.png;237;237 ;237 ;237
83641919_1921.png;102;102 ;102 ;102
83641919_1921.png;39;39 ;39 ;39
83641919_1921.png;184; ;184 ;184
83641919_1921.png;32; ;32 ;32
83641919_1921.png;40;40 ;40 ;40
83641919_1921.png;31; ;3) ;3)
83641919_1921.png;Emra;Emra ;Emra ;Emra
83641919_1921.png;Walmart;Walmart ;Walmart ;Walmart
83641919_1921.png;83641919;83641919 ; ;83641919
83641919_1921.png;S. P. ZOLOT;S. P. ZOLOT ;S. P. ZOLOT ;S. P. ZOLOT
83641919_1921.png;R. W. RICHARDSON;R. W. RICHARDSON ;R. W. RICHARDSON ;R. W. RICHARDSON
83641919_1921.png;OCT 05;OCT 04 ;OCT 04 ;OCT 04
83641919_1921.png;SUBMISSION DATE;SUBMISSION DATE ;SUBMISSION DATE ;SUBMISSION DATE
83641919_1921.png;DEC 21;EC 21 ;DEC 21 ;DEC 21
83641919_1921.png;NOV 16;NOV 16 ;NOV 16 ;NOV 16
83641919_1921.png;(ONLY IF PARTIAL REGION, CONTINUE WITH DIVISION(S) SCOPE);(ONLY IF PARTIAL REGION, CONTINUE WITH DIVISION(S) SCOPE) ;(ONLY IF PARTIAL REGION, CONTINUE WITH DIVISION(S) SCOPE) ;(ONLY IF PARTIAL REGION, CONTINUE WITH DIVISION(S) SCOPE)
83641919_1921.png;DIVISION NAME:;DIVISION NAME: ;DIVISION NAME: ;DIVISION NAME:
83641919_1921.png;DIVISION NAME:;DIVISION NAME: ;DIVISION NAME: ;DIVISION NAME:
83641919_1921.png;DIVISION NAME:;DIVISION NAME: ;DIVISION NAME: ;DIVISION NAME:
83641919_1921.png;Detroit North;Metroit North ;Metroit North ;Metroit North
83641919_1921.png;Detroit East;Detroit East ;Detroit East ;Detroit East
83641919_1921.png;Grand Rapids;irand Rapids ;Grand Rapids ;Grand Rapids
83641919_1921.png;DIVISION NAME:;DIVISION NAME: ;DIVISION NAME: ;DIVISION NAME:
83641919_1921.png;DIVISION NAME:;DIVISION NAME: ;DIVISION NAME: ;DIVISION NAME:
83641919_1921.png;DIVISION NAME:;DIVISION NAME: ;DIVISION NAME: ;DIVISION NAME:
83641919_1921.png;Detroit South;Detroit: South ;Detroit South ;Detroit: South
83641919_1921.png;Detroit West;Detroit West ;Detroit West ;Detroit West
83641919_1921.png;# REPS:;# REPS: ;# REPS: ;# REPS:
83641919_1921.png;# REPS:;# REPS: ;# REPS: ;# REPS:
83641919_1921.png;# REPS:;# REPS: ;# REPS: ;# REPS:
83641919_1921.png;Direct Accounts and Chains Headquartered within the Region (15+ Stores) Stocking No Old Gold Light Box 100's;(15+ Stores) Stocking No Oid Gold Light Box 100's ;SS ee ;(15+ Stores) Stocking No Oid Gold Light Box 100's
83641919_1921.png;Name of Account;Name of Account ;Name of Account ;Name of Account
83641919_1921.png;Ind/Lor Volume;crn ee Vehsme ;Voken ;crn ee Vehsme
83641919_1921.png;Number of Stores;Number of ‘Stores ;Number of ;Number of ‘Stores
83641919_1921.png;Name of Account;Name of Account. ;Name of Account. ;Name of Account.
83641919_1921.png;Ind/Lor Volume;ind/Lor Volicie ; ;ind/Lor Volicie
83641919_1921.png;Number of Stores;Nemoer.cs “Sippea22 ; ;Nemoer.cs “Sippea22
83641919_1921.png;Quality Dairy;Quality Dairy ;Quality Dairy ;Quality Dairy
83641919_1921.png;Bay Stations;Bay Stations ;Bay Stations ;Bay Stations
83641919_1921.png;Schmuckal Dil;sucka] Oil ;Schmuckal Oil ;Schmuckal Oil
83641919_1921.png;Wilson Oil;ilson Oil ;Wilson Oil ;Wilson Oil
83641919_1921.png;Quik Stop;Quik Stop ;Quik Stop ;Quik Stop
83641919_1921.png;Forwards;Forwards ;Forwards ;Forwards
83641919_1921.png;Phil Flint;Phil Flint ;Phil Flint ;Phil Flint
83641919_1921.png;Arbor Rx;Arbor Rx ;Arbor Rx ;Arbor Rx
83641919_1921.png;Imperial Oil;Imperial Oi) ;Imperial Oi) ;Imperial Oi)
83641919_1921.png;Speedy Q;Speedy Q ;Speedy Q ;Speedy Q
83641919_1921.png;Direct Accounts and Chains Headquartered Outside the Region. (15+ Stores) Stocking No Old Gold Light Box 100's;ieee Aceseate and Chains Header red Ole ;Disest Actounte and Chains Headauartered Outside the Rezion ;Disest Actounte and Chains Headauartered Outside the Rezion
83641919_1921.png;Name of Account;Name of Account ;Name of Account ;Name of Account
83641919_1921.png;Ind/Lor Volume;IndiLor Volume ;indihor ;IndiLor Volume
83641919_1921.png;Number of Stores;Number of ‘ores ;Nemes of ;Number of ‘ores
83641919_1921.png;Name of Account;Name of Account ;Name of Account ;Name of Account
83641919_1921.png;Ind/Lor Volume;Ind/Lor. Volume ;ver ;Ind/Lor. Volume
83641919_1921.png;Number of Stores;swarms rr of ;Tene ;swarms rr of
83641919_1921.png;Clark Gas;Clark Gas ;Clark Gas ;Clark Gas
83641919_1921.png;7- Eleven Southland;7-Eleven Southland ;7-Eleven Southland ;7-Eleven Southland
83641919_1921.png;Ultra Diamond;Titra Diamond ;Titra Diamond ;Titra Diamond
83641919_1921.png;Dairy Mart;airy Mart ;airy Mart ;airy Mart
83641919_1921.png;Mobil Oil;Mobil Oil ;Mobil Oil ;Mobil Oil
83641919_1921.png;ACA Amoco;ACA Amoco ;ACA Amoco ;ACA Amoco
83641919_1921.png;GOD ; ;PRGEES RFT OLS GOD LT Bok bs ;PRGEES RFT OLS GOD LT Bok bs
83641919_1921.png;Page 1 of 3;Page | of} ;Page | of} ;Page | of}
83772145.png;NO.;NO. ;NO. ;NO.
83772145.png;1796;1796 ;1796 ;1796
83772145.png;P.; ;P ;P
83772145.png;#:; ;#: ;#:
83772145.png;TIME:;TIME: ;TIME: ;TIME:
83772145.png;TO:; ;TO: ;TO:
83772145.png;FROM:;"FROM; ";"FROM; ";"FROM;"
83772145.png;DATE:;DAI ;DATE: ;DATE:
83772145.png;392;4907, ;4907, ;4907,
83772145.png;OPERATOR:;OPERATOI ;OPERATOR: ;OPERATOR:
83772145.png;Jack;Jack: ;Jack: ;Jack:
83772145.png;CONFIDENTIALITY; ;CONFIDENTIALITY ;CONFIDENTIALITY
83772145.png;NOTICE; ;NOTICL: ;NOTICL:
83772145.png;83772145;93772145 ; ;93772145
83772145.png;JAN 31. 1997 11: 48 AM;JAN. 31. 1997 1:48AM ;JAN. 31. 1997 1:48AM ;JAN. 31. 1997 1:48AM
83772145.png;FAX COVER;FAX COVER ;otk. ;FAX COVER
83772145.png;LAW OFFICES SHOOK HARDY & BACON L. L. P.;LAW OFFICES. HOO!) [ARDY & BACON ;SHOOK Harpy & BACONrus ;LAW OFFICES. HOO!) [ARDY & BACON
83772145.png;1/ 3;1/9 ;1/9 ;1/9
83772145.png;FAX COVER;FAX COVER ;os ;FAX COVER
83772145.png;One Kansas City Place 1200 Main Street Kansas City Missouri 64105- 2118 Telephone (816) 474 6550 Facsimile (816) 421- 5547;One Kansas City Place 1200 Main Street Kansas City, Missouri 64105-2118 ‘Telephone (816) 474-6550 * Facsimile (816) 421-5547 ;— Ne 421-5847 ;One Kansas City Place 1200 Main Street Kansas City, Missouri 64105-2118 ‘Telephone (816) 474-6550 * Facsimile (816) 421-5547
83772145.png;JACK REILLY;JACK REILLY ;JACK REILLY ;JACK REILLY
83772145.png;TELECOPY NO:;TELECOPY N¢ ;TELECOPY NO: ;TELECOPY NO:
83772145.png;212/ 545- 3297;212/545-3297 ;212/545-3297 ;212/545-3297
83772145.png;LORI 45048;LORI.45048 ;LORI.45048 ;LORI.45048
83772145.png;ORIGINAL DOCUMENT WILL FOLLOW VIA FEDERAL EXPRESS;ORIGINAL DOCUMENT WILL FOLLOW VIA FEDERAL EXPRESS. ;ORIGINAL DOCUMENT WILL FOLLOW VIA FEDERAL EXPRESS. ;ORIGINAL DOCUMENT WILL FOLLOW VIA FEDERAL EXPRESS.
83772145.png;Pages transmitted including cover sheet:;Pages transmitted including cover sheet: ;Pages transmitted including cover sheet: ;Pages transmitted including cover sheet:
83772145.png;SHB Client Matter No:;SHB Client Matter No. ;SHB Client Matter No.: ;SHB Client Matter No.:
83772145.png;JANUARY 31, 1997;JANUARY 31, 1997 ;JANUARY 31, 1997 ;JANUARY 31, 1997
83772145.png;JIM DALEY;JIM DALEY ;JIM DALEY ;JIM DALEY
83772145.png;If you experience any problems, please call extension 21000;If you experience any problems, please call extension <£24X0O ;If you experience any problems, please call extension <£24X0O ;If you experience any problems, please call extension <£24X0O
83772145.png;Per your request, attached is a memo regarding the process of labeling reviewed diskettes for the purpose of later identification Please call me if you have any questions regret I cannot join you and the electronic document collection team for lunch today. I hope you agree they have done an outstanding job! I look forward to seeing you on February 5 for the Legal Edge presentation. Best Regards, Jim Daley;‘ 1 Per your request, attached is a memo regarding, the process of labeling reviewed ‘diskettes for the purpose of later identification. Please call me if you have any questions. regret I cannot join you and the electronic document collection team for luach today. Thopé you sgres they have done an outstanding job! look forward to seeing you on February 5 for the Legal Edge presentation, Best Regards, Jim Daley. ;: St ;‘ 1 Per your request, attached is a memo regarding, the process of labeling reviewed ‘diskettes for the purpose of later identification. Please call me if you have any questions. regret I cannot join you and the electronic document collection team for luach today. Thopé you sgres they have done an outstanding job! look forward to seeing you on February 5 for the Legal Edge presentation, Best Regards, Jim Daley.
